7190_90543_000003_000000,12.93
7190_90543_000004_000000,5.66
7190_90543_000005_000001,10.1
7190_90543_000006_000000,5.13
7190_90543_000006_000001,4.41
7190_90543_000006_000002,2.37
7190_90543_000006_000005,4.06
7190_90543_000008_000000,3.24
7190_90543_000008_000001,2.19
7190_90543_000008_000003,16.42
7190_90543_000009_000000,4.13
7190_90543_000009_000002,16.84
7190_90543_000011_000001,5.29
7190_90543_000014_000000,3.32
7190_90543_000016_000000,4.13
7190_90543_000017_000000,1.56
7190_90543_000018_000001,1.52
7190_90543_000018_000002,3.73
7190_90543_000018_000004,4.17
7190_90543_000019_000000,1.79
7190_90543_000021_000001,2.95
7190_90543_000023_000000,3.01
7190_90543_000024_000000,1.38
7190_90543_000026_000000,3.05
7190_90543_000028_000001,1.55
7190_90543_000035_000002,3.99
7190_90543_000036_000000,2.9
7190_90543_000038_000001,2.8200416666666666
7190_90543_000039_000000,4.37
7190_90543_000040_000000,1.4600416666666667
7190_90543_000040_000001,2.68
7190_90543_000041_000003,5.02
7190_90543_000042_000000,9.32
7190_90543_000044_000000,1.98
7190_90543_000045_000000,5.56
7190_90543_000045_000001,3.25
7190_90543_000048_000000,2.2100416666666667
7190_90543_000049_000002,2.5
7190_90543_000050_000000,1.7999583333333333
7190_90543_000051_000000,1.7699583333333333
7190_90543_000051_000001,3.84
7190_90543_000052_000000,2.42
7190_90543_000053_000000,0.55
7190_90543_000054_000001,3.5
7190_90543_000055_000000,2.96
7190_90543_000057_000000,2.3600833333333333
7190_90543_000059_000000,3.2699583333333333
7190_90543_000060_000000,0.6299166666666667
7190_90543_000060_000001,2.53
7190_90543_000060_000005,3.12
7190_90543_000062_000000,4.709958333333334
7190_90543_000065_000000,4.020041666666667
7190_90543_000068_000000,4.76
7190_90543_000070_000000,3.19
7190_90543_000072_000000,5.9500416666666665
7190_90543_000075_000000,7.27
7190_90543_000079_000000,7.970041666666667
7190_90543_000083_000000,3.14
7190_90543_000084_000000,2.7600416666666665
7190_90543_000085_000000,8.160041666666666
7190_90543_000085_000002,2.2
7190_90543_000085_000004,2.19
7190_90543_000085_000005,4.409916666666667
7190_90543_000086_000003,5.0300416666666665
7190_90543_000086_000005,4.25
7190_90543_000087_000006,1.88
7190_90543_000087_000007,2.26
7190_90543_000087_000008,12.13
7190_90543_000089_000000,3.87
7190_90543_000089_000002,6.110083333333334
7190_90543_000090_000000,5.060041666666667
7190_90543_000090_000001,2.4600833333333334
7190_90543_000090_000003,3.9099166666666667
7190_90543_000091_000000,2.3999166666666665
7190_90543_000091_000003,0.9100416666666666
7190_90543_000094_000000,2.1700416666666666
7190_90543_000098_000000,1.5
7190_90543_000099_000001,2.419958333333333
7190_90543_000099_000003,4.77
7190_90543_000099_000004,2.25
7190_90543_000099_000005,2.680041666666667
7190_90543_000100_000000,4.959958333333334
7190_90543_000101_000004,2.2899166666666666
7190_90543_000101_000007,9.480083333333333
7190_90543_000101_000014,2.36
7190_90543_000103_000000,2.87
7190_90543_000091_000001,2.27
7190_90543_000067_000002,5.56
7190_90543_000028_000000,4.32
7190_90543_000072_000001,2.91
7190_90543_000033_000000,2.28
7190_90543_000040_000004,7.93
7190_90543_000012_000000,9.55
7190_90543_000027_000000,3.61
7190_90543_000041_000005,9.169958333333334
7190_90543_000101_000009,6.029916666666667
7190_90543_000069_000004,2.7699583333333333
7190_90543_000101_000006,0.7099583333333334
7190_90543_000028_000002,4.95
7190_90543_000040_000002,1.33
7190_90543_000049_000001,0.95
7190_90543_000021_000000,1.4
7190_90543_000095_000000,14.64
7190_90543_000073_000002,4.260041666666667
7190_90543_000054_000005,2.3299583333333334
7190_90543_000008_000002,4.61
7190_90543_000017_000002,5.12
7190_90543_000084_000001,10.35
7190_90543_000079_000002,10.140041666666667
7190_90543_000046_000000,0.85
7190_90543_000035_000000,2.01
7190_90543_000040_000003,9.909958333333334
7190_90543_000087_000000,7.940041666666667
7190_90543_000092_000000,0.9100416666666666
7190_90543_000101_000002,1.75
7190_90543_000039_000002,5.409958333333333
7190_90543_000041_000001,6.18
7190_90543_000101_000005,2.3500833333333335
7190_90543_000090_000004,6.14
7190_90543_000060_000003,1.88
7190_90543_000088_000000,9.100083333333334
7190_90543_000004_000001,4.08
7190_90543_000035_000001,6.79
7190_90543_000010_000000,1.46
7190_90543_000102_000000,0.75
7190_90543_000013_000000,5.82
7190_90543_000088_000001,5.600083333333333
7190_90543_000030_000001,7.45
7190_90543_000090_000002,4.840083333333333
7190_90543_000077_000000,4.37
7190_90543_000091_000002,7.590083333333333
7190_90543_000020_000000,1.23
7190_90543_000017_000001,2.97
7190_90543_000101_000011,8.229958333333334
7190_90543_000065_000003,4.59
7190_90543_000009_000001,4.49
7190_90543_000054_000006,2.1300416666666666
7190_90543_000053_000002,1.94
7190_90543_000054_000003,2.1
7190_90543_000061_000000,0.58
7190_90543_000010_000003,3.68
7190_90543_000053_000003,1.61
7190_90543_000016_000001,5.57
7190_90543_000086_000004,4.820083333333334
7190_90543_000074_000000,5.91
7190_90543_000017_000003,6.27
7190_90543_000080_000001,0.8900416666666666
7190_90543_000087_000001,1.4800833333333334
7190_90543_000009_000003,8.42
7190_90543_000010_000001,11.67
7190_90543_000037_000001,3.830041666666667
7190_90543_000054_000004,1.6400416666666666
7190_90543_000087_000003,1.9500833333333334
7190_90543_000087_000004,3.97
7190_90543_000099_000002,1.7799166666666666
7190_90543_000065_000001,4.52
7190_90543_000032_000001,1.33
7190_90543_000041_000006,3.580041666666667
7190_90543_000015_000000,6.05
7190_90543_000007_000001,7.08
7190_90543_000018_000000,1.67
7190_90543_000082_000000,3.52
7190_90543_000002_000000,15.5
7190_90543_000005_000000,7.87
7190_90543_000019_000001,2.76
7190_90543_000047_000000,2.41
7190_90543_000089_000001,8.659916666666666
7190_90543_000005_000002,10.55
7190_90543_000007_000000,2.82
7190_90543_000037_000000,1.3499583333333334
7190_90543_000030_000000,4.64
7190_90543_000041_000002,3.19
7190_90543_000058_000002,6.589958333333334
7190_90542_000001_000001,6.25
7190_90542_000014_000002,5.97
7190_90542_000022_000000,2.2
7190_90542_000029_000000,1.5
7190_90542_000037_000000,1.64
7190_90542_000055_000001,2.03
7190_90542_000064_000003,1.7099583333333332
7190_90542_000078_000000,5.83
7190_90542_000081_000001,8.459958333333333
7190_90542_000084_000000,2.3600833333333333
7190_90542_000094_000001,1.23
7190_90542_000114_000002,1.36
7190_90542_000118_000001,2.86
7190_90542_000067_000000,1.56
7190_90542_000109_000000,1.31
7190_90542_000101_000000,0.8399583333333334
7190_90542_000114_000006,2.1700416666666666
7190_90542_000048_000000,1.33
7190_90542_000012_000000,5.82
7190_90542_000064_000000,3.25
7190_90542_000096_000000,4.5300416666666665
7190_90542_000079_000001,2.18
7190_90542_000027_000000,1.39
7190_90542_000096_000004,1.9
7190_90542_000044_000000,1.23
7190_90542_000093_000000,5.8
7190_90542_000082_000000,3.02
7190_90542_000081_000000,5.52
7190_90542_000053_000003,1.99
7190_90542_000049_000002,2.85
7190_90542_000064_000001,2.7099583333333332
